f_location,latitude,longitude,location
"Apotheek Louise,Louizalaan (bij Ter Kamerenbos) 513,Elsene,Belgium",50.8008128,4.3828024,"Bois de la Cambre, Bruxelles, Belgium"
"Apotheek Luxemburg,Luxemburgstraat  41,Elsene,Belgium",50.8393487,4.3712195,"Rue du Luxembourg 41, 1050 Ixelles, Belgium"
"Apotheek Madeliefjes,Madeliefjesstraat  33,Schaarbeek,Belgium",50.8601373,4.3821672,"Rue des Paquerettes 33, 1030 Schaerbeek, Belgium"
"Apotheek Matton,Fr. Vekemansstraat  209,Neder-Over-Heembeek,Belgium",50.8946237,4.3833641,"Rue Fran?ois Vekemans 209, 1120 Bruxelles, Belgium"
"Apotheek Maxpharma,Waversesteenweg (de Jacht) 736,Etterbeek,Belgium",50.8300389,4.3910185,"Chau. de Wavre 736, 1040 Etterbeek, Belgium"
"Apotheek Medsam,De Haernestraat  175,Etterbeek,Belgium",50.828269,4.385215,"Rue de Haerne 175, 1040 Etterbeek, Belgium"
"Apotheek Mercure,Henri Liebrechtlaan  76,Jette,Belgium",50.8903433,4.3183672,"Av. Henri Liebrecht 76, 1090 Jette, Belgium"
"Apotheek Meudon,Georges Henrilaan  180,Sint-Lambrechts-Woluwe,Belgium",50.84493,4.4165311,"Av. Georges Henri 180, 1200 Woluwe-Saint-Lambert, Belgium"
"Apotheek Moli¨¨re,Molierelaan  10,Vorst,Belgium",50.815568,4.340081,"Av. Moli¨¨re 10, 1190 Forest, Belgium"
"Apotheek Mollica,Theophile Vander Elststraat  42,Watermaal-Bosvoorde,Belgium",50.8076027,4.4046721,"Rue Th¨¦ophile Vander Elst 42, 1170 Watermael-Boitsfort, Belgium"
"Apotheek Mutsaerd,Mutsaardlaan  39,Laken,Belgium",50.8971097,4.3569319,"Av. Mutsaard 39, 1020 Bruxelles, Belgium"
"Apotheek n Osseveld,Gentsesteenweg  356,Sint-Jans-Molenbeek,Belgium",50.8572453,4.3211031,"Chau. de Gand 356, 1080 Brussel, Belgium"
"Apotheek New Europa,Edouard Henrardstraat  1,Oudergem,Belgium",50.8233837,4.407992,"Rue Edouard Henrard 1, 1160 Auderghem, Belgium"
"Apotheek Orban,Orbanlaan  4,Sint-Pieters-Woluwe,Belgium",50.8315952,4.4518731,"Av. Orban 4, 1150 Woluwe-Saint-Pierre, Belgium"
"Apotheek Paeme,Dikke Beuklaan  115,Laken,Belgium",50.8937603,4.3198926,"Av. de l'Arbre Ballon 115, 1020 Bruxelles, Belgium"
"Apotheek Osseghem,Osseghemstraat  135,Sint-Jans-Molenbeek,Belgium",50.8541509,4.3144959,"Ossegem, 1080 Sint-Jans-Molenbeek, Belgium"
"Apotheek Peeters Pharma Pinoy,Guillaume Poelslaan  22,Oudergem,Belgium",51.0172546,4.9555215,"Voort 4, 3272 Scherpenheuvel-Zichem, Belgium"
"Apotheek Penninckx,Eug¨¨ne Keymplaats  34,Watermaal-Bosvoorde,Belgium",50.8092641,4.4036769,"Pl. Eug¨¨ne Keym 34, 1170 Watermael-Boitsfort, Belgium"
"Apotheek Petillon,Vrijwilligerslaan  30,Etterbeek,Belgium",50.8264168,4.4024803,"Av. des Volontaires 30, 1040 Etterbeek, Belgium"
"Apotheek Pharbel,Rogierlaan  116,Schaarbeek,Belgium",50.8594934,4.3778229,"Av. Rogier 116, 1030 Schaerbeek, Belgium"
"Apotheek Pharma Positive,Theodore Decuyperstraat  165,Sint-Lambrechts-Woluwe,Belgium",50.8516492,4.4354786,"Rue Th¨¦odore De Cuyper 165, 1200 Woluwe-Saint-Lambert, Belgium"
"Apotheek Pharmacity,Anspachlaan  61,Brussel,Belgium",50.8492147,4.3502151,"Bd Anspach 61, 1000 Bruxelles, Belgium"
"Apotheek Pharmacity Belgium,Gulden Vlieslaan (Louizapoort) 51,Sint-Gillis,Belgium",50.8357771,4.3554936,"Av. de la Toison d'Or, Saint-Gilles, Belgium"
"Apotheek Plasky,Eug. Plaskysquare  111,Schaarbeek,Belgium",50.8512533,4.3969094,"Sq. Eug¨¨ne Plasky 111, 1030 Schaerbeek, Belgium"
"Apotheek Prins van Oranje,Waterloosesteenweg  1499,Ukkel,Belgium",50.7828514,4.3793194,"Chau. de Waterloo 1499, 1180 Uccle, Belgium"
"Apotheek Proxy Pharma,Willemsstraat (bij St Joostplein) 45B,Sint-Joost-Ten-Node,Belgium",50.8491623,4.377307,"Rue Willems 47, 1210 Saint-Josse-ten-Noode, Belgium"
"Apotheek Recipe,Maurice Herbette boulevard  1,Anderlecht,Belgium",50.8440387,4.312508,"Bd Maurice Herbette 1, 1070 Anderlecht, Belgium"
"Apotheek Reine Pharma,Bergstraat  25,Brussel,Belgium",50.8472058,4.3562613,"Rue de la Montagne 25, 1000 Bruxelles, Belgium"
"Apotheek Rinsdelle,Rinsdelleplein  25,Etterbeek,Belgium",50.8338062,4.3963052,"Pl. du Rinsdelle 25, 1040 Etterbeek, Belgium"
"Apotheek Roosendael,Alsembergsesteenweg  432,Ukkel,Belgium",50.8114379,4.3383139,"Chau. d'Alsemberg 432, 1180 Uccle, Belgium"
"Apotheek Saber,Emile Bockstaellaan  276,Laken,Belgium",50.8787134,4.3476409,"Boulevard Emile Bockstael 276, 1020 Bruxelles, Belgium"
"Apotheek Saidi,Argonnestraat  47,Sint-Gillis,Belgium",50.8368375,4.3408549,"Rue de l'Argonne 47, 1060 Saint-Gilles, Belgium"
"Apotheek Scherdemael,Neerpedestraat nabij Bracopshospitaal 225,Anderlecht,Belgium",50.8335985,4.2929288,"Rue Dr Huet, 1070 Anderlecht, Belgium"
"Apotheek Schoonejans,Overwinningstraat  169,Sint-Gillis,Belgium",50.8270736,4.352425,"Rue de la Victoire 169, 1060 Saint-Gilles, Belgium"
"Apotheek Schuman,Oudergemselaan (bij Rond Punt Schuman) 14,Etterbeek,Belgium",50.835966,4.3872983,"Av. d'Auderghem, 1040, Belgium"
"Apotheek Secundum Artem,Elf-Novemberlaan  32,Etterbeek,Belgium",50.8330094,4.3943664,"Av. du Onze Novembre 32, 1040 Etterbeek, Belgium"
"Apotheek Slachmuylders,Edouard Beneslaan  201,Sint-Jans-Molenbeek,Belgium",50.8636911,4.3122093,"Av. Edouard B¨¦n¨¨s 201/19, 1080 Bruxelles, Belgium"
"Apotheek Smets,G. Brugmannplein  31,Elsene,Belgium",50.8335711,4.366433,"Ixelles, Belgium"
"Apotheek Somers,J.B. Depairelaan  179,Jette,Belgium",50.8921234,4.3257366,"Av. Jean-Baptiste Depaire 179, 1090 Jette, Belgium"
"Apotheek Sophabel,Emile Feronstraat  29,Sint-Gillis,Belgium",50.8335451,4.3398272,"Rue ¨¦mile F¨¦ron 29, 1060 Saint-Gilles, Belgium"
"Apotheek St Denjis,Brusselssesteenweg  3,Vorst,Belgium",50.8120991,4.3191109,"Rue Saint-Denis 3, 1190 Forest, Belgium"
"Apotheek Ste Alix,Ste Aleidis Voorplein  9,Sint-Pieters-Woluwe,Belgium",50.8274299,4.4614944,"Parv. Sainte-Alix 9, 1150 Woluwe-Saint-Pierre, Belgium"
"Apotheek Stibbe,Keizer Karellaan  73 A,Ganshoren,Belgium",50.868161,4.3123804,"Av. Charles-Quint 73a, 1082 Ganshoren, Belgium"
"Apotheek Stockel,Oppemlaan  6,Sint-Pieters-Woluwe,Belgium",50.8418621,4.4656763,"Avenue d'Ophem 6, 1150 Woluwe-Saint-Pierre, Belgium"
"Apotheek Tellier Conseil,Roodebeeksteenweg (Verheyleweghenplein) 251,Sint-Lambrechts-Woluwe,Belgium",50.8481592,4.4260747,"Chau. de Roodebeek 251, 1200 Woluwe-Saint-Lambert, Belgium"
"Apotheek Ter Kameren,Solboschsquare bij Fr Rooseveltlaan 29,Elsene,Belgium",50.8113869,4.3797578,"Av. Franklin Roosevelt 29, 1000 Bruxelles, Belgium"
"Apotheek Theodore,Leon Theodorstraat  162,Jette,Belgium",50.87736,4.3283847,"Rue L¨¦on Theodor 162, 1090 Jette, Belgium"
"Apotheek Therry,Jubelfeestlaan  56,Sint-Jans-Molenbeek,Belgium",50.8636627,4.3371622,"Bd du Jubil¨¦ 56, 1080 Molenbeek-Saint-Jean, Belgium"
"Apotheek van de Bloemisten,Bloemistenstraat  11,Brussel,Belgium",50.8373309,4.3434564,"Rue des Fleuristes 11, 1000 Bruxelles, Belgium"
"Apotheek van de Pagoden,Pagodenlaan  153,Laken,Belgium",50.8932842,4.3709493,"Av. des Pagodes 153, 1020 Bruxelles, Belgium"
"Apotheek van de post,Ferdinand Lenoirstraat  41,Jette,Belgium",50.8761932,4.3299868,"Rue Ferdinand Lenoir 41, 1090 Jette, Belgium"
"Apotheek Vanderkindere,Vanderkinderestraat  148,Ukkel,Belgium",50.8139898,4.3454403,"Rue Vanderkindere 148, 1180 Uccle, Belgium"
"Apotheek Vandervellen,Marie-Josesquare  3,Sint-Lambrechts-Woluwe,Belgium",50.8460229,4.4141096,"Sq. Marie-Jos¨¦ 3, 1200 Woluwe-Saint-Lambert, Belgium"
"Apotheek Vanneste,Gemeenteplaats  17,Sint-Jans-Molenbeek,Belgium",50.8547876,4.339118,"Pl. Communale 17, 1080 Molenbeek-Saint-Jean, Belgium"
"Apotheek Vleurgat,Vleurgatsesteenweg (bij Louizalaan) 148,Brussel,Belgium",50.8293787,4.3623869,"Av. Louise 148, 1000 Bruxelles, Belgium"
"Apotheek Volontaire,Vrijwilligerslaan (bij metro P¨¦tillon) 108,Etterbeek,Belgium",50.8282339,4.4066998,"Av. des Volontaires 108, 1040 Etterbeek, Belgium"
"Apotheek Waterlot,Emile Delvastraat  73 B,Laken,Belgium",50.8795554,4.3428642,"Rue Emile Delva 73/B, 1020 Bruxelles, Belgium"
"Apotheek Weldoenersplein,Rogierlaan  221,Schaarbeek,Belgium",50.8580835,4.3834437,"Av. Rogier 221, 1030 Schaerbeek, Belgium"
"Apotheek Wielemans,Wielemans Ceuppenslaan  18,Vorst,Belgium",50.8242535,4.3268616,"Av. Wielemans Ceuppens 18, 1190 Forest, Belgium"
"Apotheek Zuidstation,Frankrijkstraat  2,Sint-Gillis,Belgium",50.836284,4.334589,"Gare de Bruxelles-Midi, Frankrijkstraat 2, 1060 Sint-Gillis, Belgium"
"ApotheekBlaes,Blaesstraat  250,Brussel,Belgium",50.8346769,4.3439358,"Rue Blaes 250, 1000 Bruxelles, Belgium"
"Bellipharma Noord,Gaucheretstraat  3,Schaarbeek,Belgium",50.862231,4.3596167,"Rue Gaucheret 3, 1030 Schaerbeek, Belgium"
"Bellipharma Yzer,Lakensestraat  129,Brussel,Belgium",50.8546371,4.3522701,"Rue de Laeken 129, 1000 Bruxelles, Belgium"
"Berlaymont Apotheek,Archimedestraat  29,Brussel,Belgium",50.843984,4.3840873,"Rue Archim¨¨de 29, 1000 Bruxelles, Belgium"
"Centre M¨¦dical Birmingham Molenbeek,Birminghamstraat  103,Sint-Jans-Molenbeek,Belgium",50.846512,4.3239877,"Rue de Birmingham 103, 1080 Bruxelles, Belgium"
"Compaor¨¦ Apotheek,Oscar van Goidtsnovenlaan  16,Ukkel,Belgium",50.8140163,4.3382807,"Av. Oscar Van Goidtsnoven 16, 1180 Uccle, Belgium"
"De Linde Apotheek,De Lindeplein  12,Anderlecht,Belgium",50.8359896,4.300215,"Pl. De Linde 12, 1070 Anderlecht, Belgium"
"Des Croisades Apotheek,Vooruitgangstraat  76,Schaarbeek,Belgium",50.8598283,4.362085,"Rue du Progr¨¨s 76, 1030 Schaerbeek, Belgium"
"Du R¨¦cif Apotheek,Fern. Cocqplaats  26,Elsene,Belgium",50.8374219,4.3653132,"Rue de Naples 14, 1050 Ixelles, Belgium"
"Emilie Apotheek,Emiel Verhaerenlaan (bij Schaarbeek station) 82,Schaarbeek,Belgium",50.8742284,4.3825745,"Av. Emile Verhaeren 82, 1030 Schaerbeek, Belgium"
"Engeland Apotheek,Engelandstraat  366,Ukkel,Belgium",50.7826228,4.3410198,"Rue Engeland 366, 1180 Uccle, Belgium"
"Escadron Apotheek,Legerlaan  138,Etterbeek,Belgium",50.8333016,4.4027841,"Av. de l'Arm¨¦e 138, 1040 Etterbeek, Belgium"
