f_location,latitude,longitude,location
"1 Chaplains Place, Rowlagh, Dublin, D22 T382,Ireland",53.3446969,-6.3970512,"Unit 1, Chaplain's Place, Neilstown Rd, Neillstown, Dublin 22, Ireland"
"The Mill Shopping Centre, Clondalkin, Dublin, D22 F854,Ireland",53.3241005,-6.3962439,"Ninth Lock Rd, Clondalkin, Dublin 22, Ireland"
"Aldi Shopping Centre, Newlands Cross, Dublin, D22 YP86,Ireland",53.31332219999999,-6.3945571,"Aldi Shopping Centre, Newlands Cross, Dublin 22, Ireland"
"Bawnogue Shopping Centre, Unit 6 Bawnogue Road, Clondalkin, Dublin, D22 WP58,Ireland",53.3245394,-6.4112206,"Bawnogue Shopping Centre, Bawnogue Rd, Clonburris Great, Dublin 22, Ireland"
"Unit 319  The Square, Tallaght, Dublin, D24EV76,Ireland",53.2865928,-6.3717012,"Belgard Square E, Tallaght, Dublin, D24 ND77, Ireland"
"Unit 254 The Square Shopping Centre, Tallaght, Dublin, D24 K6XY,Ireland",53.2865928,-6.3717012,"Belgard Square E, Tallaght, Dublin, D24 ND77, Ireland"
"13 Fortunestown Shopping Centre, Tallaght, Dublin, D24 T22D,Ireland",53.285973,-6.390181,"Talatas,, Jobstown, Dublin, Co. South Dublin, Ireland"
"Kiltalown Way, Whitestown, Dublin, D24 RF9N,Ireland",53.2782767,-6.4014109,"Kiltalown Way, Kiltalown, Dublin, Ireland"
"Unit 6 Tallaght Shopping Centre, Tallaght Cross West, Tallaght, Dublin, D24 PP84,Ireland",53.28742080000001,-6.3770123,"Tallaght cross west, Cookstown Way, Tallaght, Dublin, Ireland"
"Aylesbury Shoping Centre, Tallaght, Dublin, D24 P308,Ireland",53.27597979999999,-6.367181,"Aylesbury Shopping Centre, Church Grove, Tallaght, Dublin, D24 XA97, Ireland"
"The Square Shopping Centre, Tallaght, Dublin, D24 EP60,Ireland",53.2865928,-6.3717012,"Belgard Square E, Tallaght, Dublin, D24 ND77, Ireland"
"Units 6-8 Citywest Shopping Centre, Citywest Road, Citywest, Dublin, D24 P642,Ireland",53.2831169,-6.4230195,"Citywest Rd, Citywest, Dublin, Ireland"
"Unit 5 Castletymon Shopping Centre, Tallaght, Dublin, D24 Y26D,Ireland",53.2956864,-6.342019899999999,"Castletymon Shopping Centre, Tymon Rd, Tallaght, Dublin 24, Ireland"
"192 Glenview Park, Tallaght, Dublin, D24H6FE,Ireland",53.2887701,-6.344110499999999,"192 Glenview Park, Tallaght, Dublin 24, D24 K030, Ireland"
"Mace Killinarden, Whitestown Road, Tallaght, Dublin, D24 W0CX,Ireland",53.2807142,-6.383581299999999,"Killinarden Heights, Whitestown, Dublin, D24 WOCX, Ireland"
"Unit 2, Brookfield Enterprise Centre, Jobstown, Dublin, D24 PC61,Ireland",53.2877497,-6.4042295,"Unit 6, Brookfield Enterprise Centre, 17 Rossfield Ave, Jobstown, Dublin 24, Ireland"
"12 Slade Castle Court, Saggart, Dublin, D24Y38C,Ireland",53.2794784,-6.4452926,"12 Slade Castle Court, Saggart, Co. Dublin, D24 Y38C, Ireland"
"Unit C6 Russell Building, Tallaght Cross West, Tallaght, Dublin, D24 DH74,Ireland",53.28742080000001,-6.3770123,"Tallaght cross west, Cookstown Way, Tallaght, Dublin, Ireland"
"80 Malahide Road, Clontarf, Dublin, D03 N9C8,Ireland",53.3679189,-6.226687099999999,"80 Malahide Rd, Clontarf, Dublin 3, D03 N9C8, Ireland"
"25 Marino Mart, Marino, Dublin, D03 R2F8,Ireland",53.3644793,-6.230560800000001,"25 Marino Mart, Dublin 3, D03 NY75, Ireland"
"Clontarf East, Dublin 3, Dublin, D03 VW59,Ireland",53.3593694,-6.1958718,"Clontarf East, Dublin, Co. Dublin, D03 VW59, Ireland"
"Supervalu Shopping Centre, Killester, Dublin, D03 H6C5,Ireland",53.370546,-6.2068249,"Clontarf East, Dublin, Co. Dublin, D03 H6C5, Ireland"
"16 Kincora Ave, Clontarf, Dublin, D03 E7W1,Ireland",53.3637229,-6.2096937,"Thriving, 16 Kincora Ave, Clontarf East, Dublin 3, D03 E7W1, Ireland"
"175 Howth Road, Killester, Dublin, D03 C803,Ireland",53.3707606,-6.2064214,"175 Howth Rd, Clontarf East, Killester, Co. Dublin, D03 C803, Ireland"
"2-4 Fairview Strand, Clontarf West, Clontarf, Dublin, D03 P9Y3,Ireland",53.362536,-6.2378579,"2-4 Fairview Strand, Clontarf West, Dublin, D03 R8P3, Ireland"
"111 Malahide Road, Grace Park, Dublin 3, Dublin, D03 E9C3,Ireland",53.3729002,-6.2221734,"3, 111 Malahide Rd, Grace Park, Dublin 3, D03 E9C3, Ireland"
"149 North Strand Road, North Strand, Dublin 3, Dublin, D03 Y0P1,Ireland",53.3571354,-6.242997,"149 N Strand Rd, North Dock, Dublin, Ireland"
"75 Morehampton Road, Dublin 4, Dublin, D04 FE06,Ireland",53.32453959999999,-6.240759,"4, 75 Morehampton Rd, Donnybrook, Dublin, Ireland"
"32 Upper Baggot Street, Dublin 4, Dublin, D04 E8K6,Ireland",53.3335349,-6.2433008,"4, 32 Baggot Street Upper, Ballsbridge, Dublin 4, D04 AX88, Ireland"
"4 Merrion Road, Ballsbridge, Dublin, D04 R7X2,Ireland",53.328943,-6.2301823,"4 Merrion Rd, Ballsbridge, Dublin, D04 NX33, Ireland"
"10 Upper Baggot Street, Dublin 4, Dublin, D04 KT35,Ireland",53.3338706,-6.244589,"4, 10 Baggot Street Upper, Dublin, D04 KT35, Ireland"
"Unit E The Gasworks Building, Barrow Street, Dublin, D04 C1K7,Ireland",53.3385553,-6.2347325,"The Dickens, Barrow St, Dublin, Ireland"
"56 Serpentine Avenue, Ballsbridge, Dublin, D04 DR40,Ireland",53.3305771,-6.224961,"56 Serpentine Ave, Ballsbridge, Dublin 4, D04 DR40, Ireland"
"Unit 2 The Bottleworks, Fitzwilliams Street, Ringsend, Dublin, D04 F340,Ireland",53.34116909999999,-6.2261082,"Apartment 5, The Bottle Works, Irishtown Rd, Dublin 4, Ireland"
"11 Main Street, Raheny, Raheny, Dublin, D05 TF40,Ireland",53.3798872,-6.174396199999999,"11 Main St, Raheny - St. Assam, Dublin 5, D05 TF40, Ireland"
"42 Brookwood Rise, Artane, Dublin, D05 HX68,Ireland",53.3783009,-6.1935768,"42 Brookwood Rise, Donaghmede, Dublin 5, D05 HX68, Ireland"
"Edenmore Shopping Centre, Edenmore, Raheny, Dublin, D05 KP20,Ireland",53.3884154,-6.1825708,"Edenmore Shopping Centre, Edenmore Park, Edenmore, Dublin 5, Ireland"
"Units 17-18 Kilbarrack Shopping Centre, Kilbarrack, Dublin,Ireland",53.3882916,-6.1672096,"Unit 7, Kilbarrack Shopping Centre, Swan's Nest Rd, Donaghmede, Dublin 5, Ireland"
"Artane Castle Shopping Centre, Kilmore Road, Artane, Dublin, D05 E447,Ireland",53.3836804,-6.2149494,"Kilmore Rd, Beaumont, Dublin 5, D05 K8X9, Ireland"
"44 Tonlegee Road, Donaghmede, Dublin, D05 PN47,Ireland",53.38885029999999,-6.1951621,"44 Tonlegee Rd, Donaghmede, Dublin 5, D05 PN47, Ireland"
"Kilbarrack Shopping Centre, Dublin 5, Dublin, D05 TY79,Ireland",53.3882916,-6.1672096,"Unit 7, Kilbarrack Shopping Centre, Swan's Nest Rd, Donaghmede, Dublin 5, Ireland"
"53 Kilbarrack Road, Raheny, Dublin, D05 T3F4,Ireland",53.3866044,-6.147520999999999,"53 Kilbarrack Rd, Raheny - Greendale, Dublin 5, D05 T3F4, Ireland"
"2 Killbarrack Shopping Centre, Killbarrack, Dublin, D05 TY79,Ireland",53.3884688,-6.166838599999999,"Swan's Nest Rd, Donaghmede, Dublin, D05 PT86, Ireland"
"Howth Road, Raheny, Down, D05 T2H2,Ireland",53.3762177,-6.1887353,"Howth Rd, Dublin, Ireland"
"Raheny Shopping Centre, Raheny, Dublin, D05 VP66,Ireland",53.3805162,-6.178320299999999,"Raheny Shopping Centre, Howth Rd, Clontarf East, Dublin 5, Ireland"
"2 Mornington Park, Malahide Road, Artane, Dublin, D05 Y8W3,Ireland",53.3805242,-6.2099041,"Mornington Park, Malahide Rd, Beaumont, Dublin 5, Ireland"
"19 Main Street, Coolock, Dublin, D05 R7R8,Ireland",53.3887604,-6.2011514,"19 Main Street, 19 Main St, Kilmore, Dublin 5, D05 NC80, Ireland"
"439 Howth Road, Howth Road, Dublin, D05 HC56,Ireland",53.380123,-6.1721203,"439 Howth Rd, Raheny - St. Assam, Dublin 5, D05 HC56, Ireland"
"280-288 Harolds Cross Road, Terenure, Dublin, D6W W718,Ireland",53.3201812,-6.2791251,"280 Harold's Cross Rd, Harold's Cross, Terenure, Dublin 6W, Co. Dublin, D6W CD56, Ireland"
"302 Lower Rathmines Road, Rathmines, Dublin, D06 R3K6,Ireland",53.3241276,-6.265450599999999,"Lower Rathmines Road, Rathmines, Dublin, Co. Dublin, Ireland"
"21-23 Ranelagh, Ranelagh, Dublin, D06 DT97,Ireland",53.329102,-6.2593717,"Ranelagh, Dublin, Co. Dublin, D06 DT97, Ireland"
"32-34 Dunville Avenue, Ranelagh, Dublin, D06 HC84,Ireland",53.3212051,-6.2566958,"32-34 Dunville Ave, Rathmines, Dublin, D06 NR77, Ireland"
"43 Ranelagh Road, Ranelagh, Dublin, D06 CD27,Ireland",53.3248323,-6.2542578,"43 Ranelagh, Dublin 6, D06 CD27, Ireland"
"282  Lower Rathmines Road, Rathmines, Dublin, D06 RC98,Ireland",53.3241276,-6.265450599999999,"Lower Rathmines Road, Rathmines, Dublin, Co. Dublin, Ireland"
"Milltown Shopping Centre, Milltown Road, Milltown, Dublin, D06 A036,Ireland",53.3125365,-6.2475537,"Milltown Rd, Dublin, Ireland"
"69 Ranelagh Village, Ranelagh, Dublin,Ireland",53.3242459,-6.2528564,"69 Ranelagh, Dublin 6, D06 F2K2, Ireland"
"163/165 Upper Rathmines Road, Rathmines, Dublin, D06 E2N8,Ireland",53.3158003,-6.265344199999999,"163, 165 Rathmines Rd Upper, Rathmines, Dublin, Ireland"
"Supervalu Shopping Centre, Kimmage, Dublin, D12 V320,Ireland",53.3191223,-6.292536300000001,"Kimmage, Dublin, Co. Dublin, D12 V320, Ireland"
"2A Fortfield Road, Kimmage, Dublin, D6W KP98,Ireland",53.3116558,-6.2997356,"2a Fortfield Rd, Terenure, Dublin, D6W KP98, Ireland"
"48 Fortfield Park, Terenure, Dublin, D6W K504,Ireland",53.30245240000001,-6.3052696,"48 Fortfield Park, Terenure, Dublin 6w, Co. Dublin, D6W K504, Ireland"
"116 Greenlea Road, Terenure, Terenure, Dublin, D6W VY63,Ireland",53.3073947,-6.300339,"116 Greenlea Rd, Terenure, Dublin 6W, Co. Dublin, D6W VY63, Ireland"
"310 Harolds Cross Road, Harold's Cross, Dublin, D6W R522,Ireland",53.3194664,-6.279032099999999,"310 Harold's Cross Rd, Harold's Cross, Terenure, Dublin 6W, Co. Dublin, D6W C422, Ireland"
"85 Terenure Road  North, Terenure, Dublin, D6W E393,Ireland",53.3108382,-6.282922699999999,"85 Terenure Rd N, Terenure, Dublin 6W, Co. Dublin, D6W E363, Ireland"
"6 Cypress Park, Templeogue Village, Templeogue, Dublin,Ireland",53.2997289,-6.3085113,"6 Cypress Park, Templeogue, Dublin, D6W AH61, Ireland"
"151 Kimmage Raod, Kimmage, Dublin, D6W NY95,Ireland",53.31505379999999,-6.3141735,"Mount Carmel, 151 Kimmage Rd W, Kimmage, Dublin 12, D12 XD50, Ireland"
"Units 1-3 Block B, Phibsboro Place, Phibsboro, Dublin, D07 CC96,Ireland",53.3613362,-6.2723856,"Phibsborough Place, Phibsborough Rd, Phibsborough, Dublin 7, Ireland"
"19 Berkeley Street, Phibsboro, Dublin, D07 NR74,Ireland",53.3569824,-6.268254499999999,"19 Berkeley St, Phibsborough, Dublin 7, D07 NR74, Ireland"
"18 Berkeley Road, Phibsboro, Dublin, D07 X4VR,Ireland",53.358949,-6.270063899999999,"18 Berkeley Rd, Phibsborough, Dublin 7, D07 N471, Ireland"
"Phibsboro Shopping Centre, Phibsboro, Dublin, D07 K765,Ireland",53.3622677,-6.2732649,"Unit 10, Phibsborough Shopping Centre, Phibsborough Rd, Phibsborough, Dublin 7, Ireland"
"Unit 2 Norseman Court, Stoneybatter, Dublin, D07 CA22,Ireland",53.3509815,-6.2834878,"2 Norseman Pl, Arbour Hill, Stoneybatter, Dublin 7, D07 T3C9, Ireland"
"103A New Cabra Road, Cabra, Dublin, D07 R2R7,Ireland",53.3612168,-6.2874568,"Cabra Rd, Dublin, Ireland"
"21 Manor St, Smithfield, Dublin, D07 FP21,Ireland",53.3524627,-6.2836065,"21 Manor St, Stoneybatter, Dublin 7, D07 FP21, Ireland"
"Unit 8B Thundercut Alley, Smithfield, Dublin, D07 E528,Ireland",53.3490589,-6.2792583,"8B Thundercut Alley, Smithfield, Dublin 7, D07 E528, Ireland"
"Unit 2 Park Shopping Centre, Prussia Street, Stoneybatter, Dublin, D07 CD92,Ireland",53.3562124,-6.2871766,"7 Prussia St, Stoneybatter, Dublin 7, Ireland"
"26 Fassaugh Avenue, Cabra West, Dublin, D07X9YN,Ireland",53.3672269,-6.2932538,"26 Faussagh Ave, Cabra West, Dublin, D07 X9YN, Ireland"
"29 Stoneybatter, Dublin 7, Dublin, D07 AE37,Ireland",53.3507978,-6.2824806,"29 Stoneybatter, Dublin 7, D07 K302, Ireland"
"Chandler's Guild, James's Street, James's Street, Dublin, D08 HN92,Ireland",53.342533,-6.293961299999999,"Saint James' (part of Phoenix Park), Dublin 8, Co. Dublin, Ireland"
"Unit 2 Earls Court, Reuben Street, Dublin, D08 RDC9,Ireland",53.3344137,-6.290670599999999,"Earls Court, Reuben St, Saint James' (part of Phoenix Park), Dublin, Ireland"
"18 Meath Street, Merchants Quay, Dublin, D08 V2K0,Ireland",53.3416519,-6.2790042,"18 Meath St, The Liberties, Dublin 8, D08 V2K0, Ireland"
"55 Thomas Street, The Liberties, Dublin City, Dublin, D08 X3H7,Ireland",53.3426649,-6.2781524,"55 Thomas St, The Liberties, Dublin 8, D08 X3H7, Ireland"
"Cornmarket, Thomas Street, Dublin 8, Dublin, D08 AE33,Ireland",53.3431945,-6.2754229,"Cornmarket, The Liberties, Dublin, Ireland"
"80 South Circular Road, Portobello, Dublin, D08 K5EK,Ireland",53.3323811,-6.2733836,"80 S Circular Rd, Portobello, Dublin, D08 K5EK, Ireland"
"Hanbury Lane, The Liberties, The Liberties, Dublin, D08 KHE9,Ireland",53.3421603,-6.2804683,"Hanbury Ln, The Liberties, Dublin, Ireland"
"491 South Circular Road, Rialto, Dublin, D08 XK54,Ireland",53.33727039999999,-6.2993804,"491 S Circular Rd, Rialto, Dublin, D08 XK54, Ireland"
"2 McGoverns Corner, Cork Street, Dublin, D08 NP22,Ireland",53.3373579,-6.2872881,"McGoverns Corner, 39 Cork St, The Liberties, Dublin 8, Ireland"
"394 Collins Avenue, Whitehall, Dublin, D09 PD89,Ireland",53.38159779999999,-6.2407939,"394 Collins Ave, Whitehall, Dublin 9, D09 PD89, Ireland"
"Unit 95B Omni Park Shopping Centre, Santry, Dublin, D09 YD76,Ireland",53.3928317,-6.2484477,"Swords Rd, Santry, Dublin, D09 HH61, Ireland"
"127 Ballymun Road, Ballymun, Dublin, D09 YY22,Ireland",53.38541960000001,-6.2655673,"127 Ballymun Rd, Glasnevin, Dublin 9, D09 YY22, Ireland"
"93 Swords Road, Whitehall, Dublin, D09 P9K5,Ireland",53.381333,-6.2455264,"93 Swords Rd, Whitehall, Dublin, D09 P9K5, Ireland"
"2 Shantalla Road, Beaumont, Dublin, D09 V0T8,Ireland",53.3856147,-6.2338802,"2 Shantalla Rd, Beaumont, Dublin, D09 V0T8, Ireland"
"10 Upper Drumcondra Road, Glasnevin, Dublin, D09 H3C5,Ireland",53.3690991,-6.254391699999999,"10 Drumcondra Rd Upper, Drumcondra, Dublin 9, D09 H3C5, Ireland"
"Omni Park Shopping Centre, Santry, Dublin, D09 WT25,Ireland",53.3928317,-6.2484477,"Swords Rd, Santry, Dublin, D09 HH61, Ireland"
"Unit D1B Gullivers Retail Park, Santry, Dublin, D09 N2P2,Ireland",53.4022306,-6.2373559,"Santry, Dublin, Ireland"
"33 Shanard Road, Santry, Dublin, D09 E1W1,Ireland",53.39083400000001,-6.2567074,"33 Shanard Rd, Whitehall, Dublin 9, D09 E1W1, Ireland"
"Lorcan Avenue, Santry, Dublin, D09 F294,Ireland",53.3917667,-6.2345197,"Lorcan Ave, Dublin, Ireland"
"Henry Grattan Building DCU Glasnevin Campus, Collins Avenue Extension, Glasnevin, Dublin, D09 Y074,Ireland",53.3850942,-6.257676099999999,"630-, Administration building, The Mall, 672 Collins Ave Ext, Artane - Whitehall, Dublin 9, 9, Ireland"
"167 St. Mobhi Road, Glasnevin, Dublin, D09 X377,Ireland",53.3706573,-6.268241499999999,"167 St Mobhi Rd, Botanic, Dublin 9, D09 X377, Ireland"
"1 The Rise, Glasnevin, Dublin, D09 TX07,Ireland",53.378994,-6.2618148,"1 The Rise, Whitehall, Dublin 9, D09 YH73, Ireland"
"Unit 2 High Street, Ballygar, Galway, F42 DE09,Ireland",53.5206935,-8.3312445,"2 High St, Ballygar, Galway, F42 KH26, Ireland"
"Galway Shopping Centre, Headford Road, Galway City, Galway, H91E7R2,Ireland",53.28155599999999,-9.046663299999999,"Galway Shopping Centre, Headford Rd, Galway, H91 E7R2, Ireland"
"Unit 13 Gateway Retail Park, Knocknacarra, Galway, H91 H6CY,Ireland",53.2729706,-9.0986452,"Gateway Retail Park, Galway, Ireland"
"35 Shop Street, Galway City, Galway, H91 V025,Ireland",53.2729377,-9.0527683,"35 Shop St, Galway, H91 V025, Ireland"
"Unit 10 Wellpark Retail Centre, Old Dublin Road, Galway City, Galway, H91 KC95,Ireland",53.2822097,-9.0316522,"Wellpark Retail Centre, Wellpark Rd, Galway, Ireland"
"Main Street, Loughrea, Galway, H62 YN22,Ireland",53.1985695,-8.5686896,"Main St, Loughrea, Co. Galway, Ireland"
"The Bridge Retail Park, The Bridge Retail Park, Galway, H91 NTP0,Ireland",53.2273367,-8.8806463,"Stradbally North, Co. Galway, H91 NTP0, Ireland"
"Unit GF3 Kilcolgan Business Centre, Main Road, Kilcolgan, Galway, H91 FW5D,Ireland",53.2091071,-8.8691306,"Kilcolgan Business Centre, Kilcolgan, Co. Galway, H91 FW5D, Ireland"
"16 Mary Street, Galway City, Galway,Ireland",53.27461959999999,-9.053399299999999,"16 Mary St, Galway, Co. Galway, H91 DYV9, Ireland"
"Unit 1 Cúirt Na Tra, Salthill, Galway, H91 VY76,Ireland",53.264178,-9.066061999999999,"1 Beach Ct, Galway, H91 EPC5, Ireland"
"Main Street, Craughwell, Galway, H91 X6HC,Ireland",53.2291731,-8.7340552,"Craughwell, Co. Galway, H91 X6HC, Ireland"
"The Market Hall, Church Street, Gort, Galway, H91 N2HH,Ireland",53.063415,-8.822168699999999,"The Market Hall, Church St, Ballyhugh, Gort, Co. Galway, Ireland"
"1 Renmore Road, Renmore, Galway, H91FXE1,Ireland",53.278845,-9.0216733,"1 Renmore Rd, Galway, Co. Galway, H91 YK6K, Ireland"
"Dublin Road, Tuam, Galway,Ireland",53.508845,-8.840882,"Dublin Rd, Tuam, Co. Galway, Ireland"
"92 Main Street, Gortnamona, Headford, Galway, H91 N9W4,Ireland",53.4694551,-9.103213300000002,"Headford, Co. Galway, H91 N9W4, Ireland"
"The Square, Athenry, Galway, H65 F672,Ireland",53.2989853,-8.7473591,"The Square, Athenry, Co. Galway, Ireland"
"Creggs Road, Glanamaddy, Galway, F45 D766,Ireland",53.6048955,-8.5545769,"Creggs Rd, Glenamaddy, Co. Galway, Ireland"
"The Mall, Vicar Street, Tuam, Galway, H54 DW42,Ireland",53.5136747,-8.853076,"The Mall, Townparks (2nd Division), Tuam, Co. Galway, Ireland"
"St Brendan Street, Portumna, Galway, H53VK84,Ireland",53.0934948,-8.2239669,"St Brendan's St, Co. Galway, Ireland"
"Unit 8-9 Headford Shopping Centre, Church Road, Headford, Galway, H91 RY7T,Ireland",53.2775119,-9.0513101,"8 Headford Rd, Woodquay, Galway, H91 KT1K, Ireland"
"1 Society Street, Ballinasloe, Galway, H53 P7D3,Ireland",53.3302455,-8.2218074,"1 Society St, Townparks, Ballinasloe, Co. Galway, Ireland"
"Arlington House Medical Centre, Dublin Road, Oranmore, Galway, H91FXD0,Ireland",53.2711389,-8.9189179,"Dublin Rd, Oran Beg, Oranmore, Co. Galway, Ireland"
"Harbour Road Poolboy, Ballinasloe, Galway, H53 C1X0,Ireland",53.3255651,-8.2207226,"Harbour Rd, Ballinasloe, Co. Galway, Ireland"
"High Street, Tuam, Galway, H54 P832,Ireland",53.5146102,-8.8539397,"High St, Townparks (2nd Division), Tuam, Co. Galway, Ireland"
"Main Street, Ballygar, Galway, F42 FD79,Ireland",53.5223094,-8.3268805,"Ballygar, Co. Galway, F42 FD79, Ireland"
"Unit 2 The Crane Centre, Kinvara, Galway, H91 C3KR,Ireland",53.1388725,-8.938841,"The Crane Centre, Main St, Kinvarra, Co. Galway, H91 T2KH, Ireland"
"23 Dock Road, Queensgate, Galway City, Galway, H91 CR33,Ireland",53.271898,-9.0495859,"23 Dock Rd, Queensgate, Galway, H91 CR33, Ireland"
"Dunlo Street, Ballinasloe, Galway, H53 A891,Ireland",53.3291208,-8.2225599,"Dunlo St, Townparks, Ballinasloe, Co. Galway, Ireland"
"Loughrea Shpping Centre, Athenry Road, Loughrea, Galway, H62 P588,Ireland",53.2017853,-8.5831545,"Loughrea Shopping Centre, Athenry Rd, Cosmona, Loughrea, Co. Galway, Ireland"
"6 Ballybrit, Racecourse Business Park, Ballybrit, Galway, H91TK23,Ireland",53.2908037,-8.9935317,"6, Ballybrit, Galway, H91 X6NE, Ireland"
"Athenry Primary Care Centre, Raheen, Athenry, Galway, H65 KH93,Ireland",53.29966599999999,-8.7554483,"Raheen, Athenry, Co. Galway, H65 KH93, Ireland"
"Terryland Shopping Centre, Headford Road, Headford, Galway, H91 HX26,Ireland",53.2836362,-9.046172499999999,"Unit 1, Terryland Shopping Centre, Headford Rd, Galway, Ireland"
"Hanley House, The Crescent, Galway, H91 EA37,Ireland",53.2685408,-9.0642301,"The Crescent, Galway, Ireland"
"Doughiska Retail Centre, Doughiska Road, Galway City, Galway, H91 NPW2,Ireland",53.2857588,-8.9836423,"Apartment 6, Doughiska Retail Centre, Doughiska Rd, Galway, Ireland"
"Shangort Road, Knocknacarra, Galway, H91 VPX2,Ireland",53.2624223,-9.1102653,"Shangort Rd, Galway, Ireland"
"Cookes Corner, 66 Newcastle Road, Galway City, Galway, H91 PC52,Ireland",53.2723564,-9.0622844,"66C Newcastle Rd, Galway, H91 PC52, Ireland"
"The Square, Treannrevagh, Ballinasloe, Galway, H53 YA46,Ireland",53.4703438,-8.5008279,"The Square, Treanrevagh, Co. Galway, Ireland"
"Main Street, Ballinasloe, Galway, H53AH97,Ireland",53.3306951,-8.2204056,"Main St, Townparks, Ballinasloe, Co. Galway, Ireland"
"Unit 2 Oran Point, Innplot, Oranmore, Galway, H91 E688,Ireland",53.26995179999999,-8.9281569,"Unit 2, Oran Point, an tSráid Mhór, Innplot, Oranmore, Co. Galway, Ireland"
"Father Griffin Avenue, Galway City, Galway, H91 YK80,Ireland",53.2677189,-9.0625432,"Father Griffin Ave, Galway, Ireland"
"Primary Care Centre, Tuam Road, Mountbellew, Galway, H53YA45,Ireland",53.5119205,-8.853076699999999,"Primary Care Centre, Vicar St, Townparks (2nd Division), Tuam, Co. Galway, Ireland"
"Bridge Street, Gort, Galway, H91 VX22,Ireland",53.065668,-8.8174994,"Bridge St, Co. Galway, Ireland"
"Main Street, Headford, Galway, H91 K5FY,Ireland",53.4694283,-9.1044884,"Headford, Co. Galway, H91 K5FY, Ireland"
"145 Upper Salthill, Salthill, Galway, H91 KC89,Ireland",53.2610031,-9.0746603,"145 Upper Salthill Rd, Galway, H91 KC89, Ireland"
"1 Riveroaks Shopping Centre, Claregalway, Galway, H91 VC91,Ireland",53.3429704,-8.9448147,"1 River Oaks, Cahergowan Or Summerfield, Claregalway, Co. Galway, H91 HCA4, Ireland"
"8 Father Griffin Road, Galway City, Galway, H91 E788,Ireland",53.26794,-9.0597385,"8 Father Griffin Rd, Galway, Co. Galway, H91 E788, Ireland"
"Main Street, An Spideal, Galway, H91 E77K,Ireland",53.2441832,-9.3074753,"Spiddle West, Co. Galway, H91 E77K, Ireland"
"Unit 1 Corrib Shopping Centre, Eyre Street, Galway City, Galway, H91 CR6T,Ireland",53.2759459,-9.0503476,"Corrib Shopping Centre, Eyre St, Galway, Ireland"
"Unit 1 to 2, Orantown Centre, Oranmore, Galway, H91 XF51,Ireland",53.273211,-8.929511699999999,"Unit 3A, Oran Town Centre, Bóthar an Stáisiúin, Carrowmoneash, Oranmore, Co. Galway, Ireland"
"Weaver's Court, Main Street, Loughrea, Galway, H62 T860,Ireland",53.19905809999999,-8.5669592,"Weaver's Court, Loughrea, Co. Galway, Ireland"
"Main Street, Ballybunion, Kerry, V31 XY74,Ireland",52.5120038,-9.6716157,"Ballybunnion, Co. Kerry, V31 XY74, Ireland"
"Ballyduff, Tralee, Kerry, V92 TR66,Ireland",52.4545648,-9.6627008,"Lacka East, Co. Kerry, V92 TR66, Ireland"
"11 Deerpark Retail Shopping Centre, Killarney, Kerry, V93 WD56,Ireland",52.0649467,-9.492717299999999,"11 Deerpark Cres, Deer Park, Killarney, Co. Kerry, V93 F9D0, Ireland"
"Unit 12B Central Plaza, Abbey Court, Tralee, Kerry, V92 TK73,Ireland",52.2686702,-9.706896799999999,"Unit 7, Abbey Court, Unit 8, 2 Abbey St, Dominick St, Tralee, Co. Kerry, Ireland"
"31 The Mall, Tralee, Kerry, V92 D79F,Ireland",52.2697718,-9.706151799999999,"31 The Mall, Tralee, Co. Kerry, V92 D79F, Ireland"
"7 Market Street, Listowel, Kerry, V31 HN24,Ireland",52.4470782,-9.4864643,"7 Market St, Listowel, Co. Kerry, V31 HN24, Ireland"
"78 Church Street, Listowel, Kerry, V31 XK11,Ireland",52.447432,-9.4825238,"78 Church St, Listowel, Co. Kerry, X31 VK11, Ireland"
"Spa Road, Dingle, Kerry, V92 YY07,Ireland",52.1451883,-10.2598258,"Spa Road, Dingle, Co. Kerry, Ireland"
"41 The Square, Listowel, Kerry, V31 VW84,Ireland",52.4453815,-9.486475,"41 The Square, Listowel, Co. Kerry, Ireland"
"19 Henry Street, Kenmare, Kerry, V93 VK63,Ireland",51.87857469999999,-9.5837483,"19 Henry St, Kenmare, Co. Kerry, V93 CVH0, Ireland"
"Mill Road, Killorglin, Kerry, V93 YX59,Ireland",52.1078468,-9.7868487,"Mill Rd, Castleconway, Co. Kerry, Ireland"
"Church Street, Castleisland, Kerry, V92 Y4EC,Ireland",52.2297285,-9.4622999,"Church St, Co. Kerry, Ireland"
"6 Church Street, Listowel, Kerry, V31 RT44,Ireland",52.4461547,-9.485504599999999,"6 Church St, Listowel, Co. Kerry, Ireland"
"Main Street, Castleisland, Kerry,Ireland",52.2318795,-9.4619047,"Main St, Co. Kerry, Ireland"
"The Reeks Gateway, Killarney, Kerry, V93 W31A,Ireland",52.0681869,-9.5171266,"The Reeks Gateway, Tralee Rd, Ardnamweely, Killarney, Co. Kerry, Ireland"
"Clogher, Lixnaw Village, Kerry, V92 N2Y0,Ireland",52.4064615,-9.6181275,"Monument, Lixnaw, Co. Kerry, Ireland"
"Fairies Cross Medical Centre, Tralee, Kerry, V92 X3PK,Ireland",52.2724621,-9.6975122,"Fairies Cross Medical Centre, Cloonalour, Tralee, Co. Kerry, Ireland"
