f_location,latitude,longitude,location
"22 Church Rd, Killiney, Ballybrack, Dublin, A96 RP79,Ireland",53.25344279999999,-6.1247541,"22 Church Rd, Ballybrack, Dublin, Ireland"
"Coach Road, Balrothery, Dublin, K32 AY68,Ireland",53.5889436,-6.1874602,"Coach Rd, Co. Dublin, Ireland"
"87c Booterstown Avenue, Blackrock, Dublin, A94 A6K8,Ireland",53.3042989,-6.1986457,"87c Booterstown Ave, Booterstown, Blackrock, Co. Dublin, A94 A6K8, Ireland"
"Units 11- 12 Millfield Shopping Centre, Balbriggan, Dublin, K32 RD35,Ireland",53.6072062,-6.1958297,"Naul Rd, Tankardstown, Balbriggan, Co. Dublin, Ireland"
"Unit 13-14 Frascati Shopping Centre, Blackrock, Dublin, A94 E0X4,Ireland",53.30068869999999,-6.1824743,"Frascati Shopping Centre, Frascati Rd, Blackrock, Co. Dublin, Ireland"
"Unit 1, 2, Deansgrange, Blackrock, Dublin, A94 PY17,Ireland",53.2783741,-6.163386900000001,"Deansgrange, Dublin, Co. Dublin, A94 PY17, Ireland"
"Unita 3 - 4 Bloomfields Shopping Centre, George's Street Lower, Dun Laoghaire, Dublin, A96 K5C2,Ireland",53.2924502,-6.1389512,"George's Street Lower, Dún Laoghaire, Dublin, Ireland"
"Units 5-7 Park Pointe Shopping Centre, Upper Glenageary Road, Glenageary, Dublin, A96 N2T4,Ireland",53.2821632,-6.1438028,"Glenageary Rd Upper, Dun Laoghaire, Dublin, A96 X03V, Ireland"
"2 Church Street, Malahide, Dublin, K36 RF86,Ireland",53.44733,-6.1528851,"Church St, Malahide, Co. Dublin, Ireland"
"Unit GO6  The Pavilion Shopping Centre, Swords, Dublin, K67 X9X8,Ireland",53.45408860000001,-6.2189622,"Malahide Rd, Miltonsfields, Swords, Co. Dublin, Ireland"
"5 Lower Kilmacud Road, Stillorgan, Dublin, A94 D923,Ireland",53.2889334,-6.205752200000001,"5 Lower Kilmacud Rd, Stillorgan, Dublin, A94 D923, Ireland"
"1 Fairways Mall, Donabate, Dublin, K36 DX44,Ireland",53.48726629999999,-6.148167399999999,"Unit 4, Fairways Mall, Main St, Ballalease West, Donabate, Co. Dublin, Ireland"
"42 George's Street Lower, Dun Laoghaire, Dublin, A96 X2Y8,Ireland",53.2932651,-6.1386315,"42 George's Street Lower, Dún Laoghaire, Dublin, A96 X2Y8, Ireland"
"Ulverton Place, Ulverton Road, Dalkey, Dublin, A96 XY26,Ireland",53.2782415,-6.1068699,"Ulverton Place, 4 Ulverton Rd, Dalkey, Co. Dublin, A96 XY26, Ireland"
"3 Railway Road, Dalkey, Dublin, A96 WV38,Ireland",53.2767445,-6.1030297,"3 Railway Rd, Dalkey Commons, Dalkey, Co. Dublin, A96 WV38, Ireland"
"Unit 1, Ballalease North, Portrane Road, Donabate, Dublin, K36 E289,Ireland",53.490885,-6.1401667,"Portrane Rd, Co. Dublin, Ireland"
"56 Upper George’s Street, Dunlaoghaire, Dublin, A96 YV61,Ireland",53.29017030000001,-6.131013,"Dun Laoghaire, Upper George's Street, Dún Laoghaire, Dublin, Co. Dublin, Ireland"
"41 Sallynoggin Road, Dun Laoghaire, Dublin, A96 R2T8,Ireland",53.2777095,-6.141104299999999,"41 Sallynoggin Rd, Lower, Sallynoggin, Co. Dublin, A96 R2T8, Ireland"
"Unit 2 69 Main Street, Lusk, Dublin, K45 WK25,Ireland",53.52773999999999,-6.1667412,"Unit 2, 69 Main St, Greatcommon, Lusk, Co. Dublin, K45 WK25, Ireland"
"Unit 13 Killiney Shopping Centre, Rochestown Avenue, Rochestown, Dublin, A96 E952,Ireland",53.2675603,-6.1353275,"Rochestown Domain, Dublin, Ireland"
"8/9, Stillorgan Shopping Centre, Stillorgan, Dublin, A94 FN22,Ireland",53.2885173,-6.2004241,"Stillorgan Shopping Centre, Stillorgan, Dublin, Co. Dublin, Ireland"
"Balbriggan Primary Care Centre, Dublin Street, Balbriggan, Dublin, K32 HC94,Ireland",53.6052584,-6.1838326,"70 Dublin St, Balbriggan, Co. Dublin, K32 HC94, Ireland"
"26 Oliver Plunkett Road, Dun Laoghaire, Dublin, A96 DX89,Ireland",53.28542119999999,-6.153395199999999,"26 Oliver Plunkett Rd, Dún Laoghaire, Dublin, A96 DX89, Ireland"
"Main Street, Lucan, Dublin, K78 P2C0,Ireland",53.3574737,-6.4498291,"Main St, Lucan, Co. Dublin, Ireland"
"Blackrock Shopping Centre, Blackrock, Dublin, A94 H958,Ireland",53.3020812,-6.179960299999999,"Blackrock, Dublin, Co. Dublin, A94 H958, Ireland"
"Upper Georges Street, Dun Laoghaire, Dublin, A96 KX06,Ireland",53.29017030000001,-6.131013,"Dun Laoghaire, Upper George's Street, Dún Laoghaire, Dublin, Co. Dublin, Ireland"
"Unit 1-2 Woodview Court, Lucan, Dublin, K78 Y4C9,Ireland",53.3533912,-6.460267399999999,"1 Woodview, Doddsborough, Lucan, Co. Dublin, Ireland"
"41 Main Street, Blackrock, Dublin, A94 D5P2,Ireland",53.3009425,-6.1772867,"41 Main St, Newtown Blackrock, Blackrock, Co. Dublin, A94 D5P2, Ireland"
"Swords Retail Centre, Dublin Road, Swords, Dublin, K67 HN26,Ireland",54.5895647,-5.9341513,Dublin Rd
"28 Castle Street, Dalkey, Dublin, A96W296,Ireland",53.27726089999999,-6.1033369,"28 Castle St, Dalkey Commons, Dalkey, Co. Dublin, A96 W296, Ireland"
"Unit 2 Yellow Walls, Malahide, Dublin, K36 WA49,Ireland",53.4513493,-6.1704349,"Yellow Walls, Malahide, Co. Dublin, K36 WA49, Ireland"
"Malahide Shopping Centre, Main Street, Malahide, Dublin,Ireland",53.45113139999999,-6.1530618,"Malahide Shopping Centre, Main St, Malahide, Co. Dublin, Ireland"
"Ridgewood Shopping Centre, Forest Road, Swords, Dublin, K67 R7F9,Ireland",53.4470886,-6.2379027,"Forest Rd, Co. Dublin, Ireland"
"Unit G24 The Pavillions Shopping Centre, Swords, Dublin, K67 A499,Ireland",53.45408860000001,-6.2189622,"Malahide Rd, Miltonsfields, Swords, Co. Dublin, Ireland"
"Unit 3 Miller's Avenue, Miller's Glen, Swords, Dublin, K67 N1K8,Ireland",53.476296,-6.2403673,"3 Miller's Ave, Oldtown, Co. Dublin, Ireland"
"27 Strand Street, Townparks, Skerries, Dublin, K34 Y319,Ireland",53.5798943,-6.106456199999999,"Cranmore, 27 Strand St, Townparks, Skerries, Co. Dublin, K34 Y319, Ireland"
"41 Kinvara Park, Navan Road, Castleknock, Dublin, D07 P584,Ireland",53.3690289,-6.3183672,"41 Kinvara Park, Castleknock (part of Phoenix Park), Dublin 7, D07 P584, Ireland"
"22-24 Sandford Road, Ranelagh, Dublin, D06 AW92,Ireland",53.3230607,-6.2487603,"Sandford Court, 22-24 Sandford Rd, Ranelagh, Dublin 6, D06 A365, Ireland"
"71 Deerpark Road, Mount Merrion, Blackrock, Dublin, A94 K5X4,Ireland",53.2960512,-6.2124649,"71 Deerpark Rd, Mount Merrion Or Callary, Blackrock, Co. Dublin, A94 K5X4, Ireland"
"4 George's Street Upper, Dun Laoghaire, Dublin, A96 KX30,Ireland",53.2921141,-6.136167899999999,"4 George's Street Upper, Dún Laoghaire, Dublin, A96 KX30, Ireland"
"3 Lower Kilmacud Road, Stillorgan, Stillorgan, Dublin, A94 FT51,Ireland",53.28855369999999,-6.2049132,"3 Lower Kilmacud Rd, Stillorgan, Dublin, Ireland"
"Unit 2, The Plaza, Swords, Dublin, K67 X7P6,Ireland",53.456775,-6.2203042,"Main St, Townparks, Swords, Co. Dublin, Ireland"
"1A Church Road, Malahide, Dublin, K36 HK53,Ireland",53.4503457,-6.153788,"1A Church Rd, Malahide, Co. Dublin, K36 DC80, Ireland"
"38 Strand Street, Skerries, Dublin, K34 RY73,Ireland",53.5789971,-6.106129999999999,"38 Strand St, Townparks, Skerries, Co. Dublin, K34 RY73, Ireland"
"1a Church Road, Malahide, Dublin, K36 HK53,Ireland",53.4503457,-6.153788,"1A Church Rd, Malahide, Co. Dublin, K36 DC80, Ireland"
"6 Woodbine Park, Blackrock, Dublin, A94 E652,Ireland",53.3106254,-6.2084869,"6 Woodbine Park, Priesthouse, Blackrock, Co. Dublin, A94 E652, Ireland"
"10 Summerhill Parade, Dublin 1, Dublin, D01 W526,Ireland",53.35734129999999,-6.248719400000001,"10 Summerhill Parade, Dublin, D01 W526, Ireland"
"20 Henry Street, Dublin 1, Dublin, D01 CD63,Ireland",53.3493739,-6.2622393,"1, 20 Henry St, North City, Dublin, D01 CD63, Ireland"
"Unit 20 Ilac Shopping Centre, Dublin 1, Dublin, D01 A278,Ireland",53.3499889,-6.2647379,"Henry St, North City, Dublin, D01 HW54, Ireland"
"Unit 9 & 10 Jervis Street Shopping Centre, Dublin 1, Dublin, D01 E8H4,Ireland",53.3482472,-6.2656043,"Unit 9 /10, Jervis Street Shopping Centre, Jervis St, North City, Dublin 1, Ireland"
"136 Parnell Street, Dublin 1, Dublin, D01 A9C7,Ireland",53.35387249999999,-6.2588554,"136 Parnell St, Rotunda, Dublin 1, D01 EK64, Ireland"
"6 Henry Street, Dublin City, Dublin, D01 AK46,Ireland",53.3490417,-6.2637285,"6 Henry St, North City, Dublin 1, D01 NY32, Ireland"
"55 Lower O'Connell Street, Dublin 1, Dublin, D01 W2V3,Ireland",53.3511781,-6.260969,"O'Connell Street Upper, Dublin, Ireland"
"35-41 Parnell Street, Dublin 1, Dublin, D01 HW58,Ireland",53.35059949999999,-6.2651892,"35/41 Parnell St, North City, Dublin 1, D01 HW58, Ireland"
"62 Dorset Street Lower, Dublin 1, Dublin, D01 P5V9,Ireland",53.3612645,-6.2602175,"Apartment 1, 62 Dorset Street Lower, Dublin, D01 HH56, Ireland"
"Unit 4 Bakers Yard, Portland Street North, Dublin City, Dublin, D01 AY93,Ireland",53.3591151,-6.2562399,"Baker's Yard, Portland St N, Dublin, D01 Y973, Ireland"
"88 Summerhill, Mountjoy, Dublin, D01 YP92,Ireland",53.35631799999999,-6.2517656,"88 Summerhill, Mountjoy, Dublin 1, D01 YP92, Ireland"
"Lower Ground Floor Arnotts Department Store, 10-15 Henry Street, Dublin 1, Dublin, D01 C3Y9,Ireland",53.3496114,-6.2610372,"10-15 Henry St, North City, Dublin 1, D01 C3Y9, Ireland"
"18 Eden Quay, Dublin 1, Dublin, D01 A403,Ireland",53.34818079999999,-6.2569088,"18 Eden Quay, North City, Dublin 1, D01 A403, Ireland"
"18 Eden Quay, Dublin 1, Dublin, D01 A403,Ireland",53.34818079999999,-6.2569088,"18 Eden Quay, North City, Dublin 1, D01 A403, Ireland"
"Grange Cross, Ballyfermot, Dublin, D10 EE79,Ireland",53.342712,-6.356571499999999,"347 Ballyfermot Rd, Drumfinn, Dublin, Ireland"
"282 Ballyfermot Road, Drumfinn, Dublin, D10 DW92,Ireland",53.3424883,-6.3513474,"282 Ballyfermot Rd, Drumfinn, Dublin 10, D10 DW92, Ireland"
"203 Le Fanu Road, Cherry Orchard, Dublin, D10 H984,Ireland",53.34187739999999,-6.3568414,"203 Le Fanu Rd, Cherry Orchard, Dublin 10, D10 H984, Ireland"
"203 Le Fanu Rd, Cherry Orchard, Dublin, D10 H984,Ireland",53.34187739999999,-6.3568414,"203 Le Fanu Rd, Cherry Orchard, Dublin 10, D10 H984, Ireland"
"310 Ballyfermot Road, Ballyfermot, Dublin, D10 AC85,Ireland",53.3425063,-6.3538333,"310 Ballyfermot Rd, Drumfinn, Dublin 10, D10 AC85, Ireland"
"Unit 6 Charlestown Shopping Centre, Finglas, Dublin, D11 CX84,Ireland",53.390325,-6.298400699999999,"Finglas, Dublin, Ireland"
"Unit 5 The Shops, Barry Avenue, Finglas, Dublin, D11 DE29,Ireland",53.3959193,-6.3105353,"Barry Ave, Finglas North, Dublin, Ireland"
"Clearwater Shopping Centre, Finglas, Dublin, D11 XR7W,Ireland",53.3837959,-6.2956525,"Clearwater Shopping Centre, Finglas Rd, Finglas East, Dublin 11, Ireland"
"3 Cardiffbridge Road, Finglas, Dublin, D11 W623,Ireland",53.3896376,-6.3112238,"3 Cardiffsbridge Rd, Finglas West, Dublin 11, D11 W623, Ireland"
"Supervalu Shopping Centre, Finglas, Dublin, D11 F6X0,Ireland",53.3910565,-6.298237299999999,"Finglas North, Dublin, Co. Dublin, D11 F6X0, Ireland"
"5 Main Street, Finglas, Dublin, D11 EW2X,Ireland",53.3881257,-6.2982134,"5 Main St, Finglas East, Dublin 11, D11 EW2X, Ireland"
"Dunnes Store Shopping Centre, Finglas West, Dublin, D11 HFV3,Ireland",53.3848912,-6.311919,"Finglas South, Dublin, Co. Dublin, D11 HFV3, Ireland"
"10 Meakstown Commercial Centre, Finglas, Dublin, D11 TXP3,Ireland",53.4018087,-6.2969825,"Meakstown Commercial Centre, Finglas, Dublin 11, Ireland"
"47 Main Street, Finglas, Dublin, D11 TCC9,Ireland",53.388125,-6.297699,"47 Main St, Finglas East, Dublin 11, D11 TCC9, Ireland"
"Glasnevin Avenue, Finglas East, Dublin, D11 TX4R,Ireland",53.3901693,-6.2744222,"Glasnevin Ave, Dublin, Ireland"
"Poppintree Parade, Ballymum, Dublin, D11 EP62,Ireland",53.399938,-6.2767563,"Poppintree Parade, Dublin, Ireland"
"4-5 Harts Corner, Glasnevin, Dublin, D11 WP83,Ireland",53.3667379,-6.272366799999999,"Harts Corner, 5 Prospect Rd, Glasnevin Prospect Rd, Glasnevin, Dublin, Ireland"
"Unit 8 Main Centre, Finglas, Dublin, D11 V2H3,Ireland",53.3891666,-6.297737799999999,"Ballygall, Dublin, Co. Dublin, D11 V2H3, Ireland"
"12 La Touche Road, Bluebell, Dublin, D12XV97,Ireland",53.3299686,-6.334573499999999,"12 La Touche Rd, Inchicore, Dublin 12, D12 XV97, Ireland"
"Castle Centre, Drimnagh Road, Drimnagh, Dublin, D12 E393,Ireland",53.3242597,-6.3233698,"12 Drimnagh Rd, Walkinstown, Dublin, D12 DH76, Ireland"
"207 Decies Road, Ballyfermot, Dublin, D12 E6V6,Ireland",53.3391861,-6.3446894,"207 Decies Rd, Decies, Dublin 10, D10 HX30, Ireland"
"131 Galtymore Rd, Drimnagh, Dublin, D12 HX4A,Ireland",53.334414,-6.3195032,"131 Galtymore Rd, Drimnagh, Dublin 12, D12 HX4A, Ireland"
"16 Errigal Road, Drimnagh, Dublin, D12 AW74,Ireland",53.32581649999999,-6.3215106,"16 Errigal Rd, Drimnagh, Dublin, D12 AW74, Ireland"
"43 Sundrive Rd, Kimmage, Harold's Cross, Dublin, D12 H685,Ireland",53.3208327,-6.2923909,"43 Sundrive Rd, Crumlin, Dublin 12, D12 PY04, Ireland"
"Ashleaf Shopping Centre, Crumlin, Dublin, D12 PK71,Ireland",53.31597060000001,-6.3180105,"Ashleaf Shopping Centre, Cromwellsfort Rd, Walkinstown, Dublin 12, D12 PK71, Ireland"
"3 Harty Avenue, Walkinstown, Dublin, D12 YX9H,Ireland",53.3203361,-6.3281243,"3 Harty Ave, Walkinstown, Dublin 12, D12 YX9H, Ireland"
"1 Long Mile Road, Drimnagh, Dublin, D12 F768,Ireland",53.3237645,-6.3295241,"1 Long Mile Rd, Walkinstown, Dublin 12, Ireland"
"Unit5 Greenhills Shopping Centre, St James Road, Greenhills, Dublin, D12 EW8R,Ireland",53.3130299,-6.336431,"Greenhills, Dublin, Ireland"
"66 St Agnes Road, Crumlin, Dublin, D12 Y16H,Ireland",53.316737,-6.3172146,"66 St Agnes Rd, Walkinstown, Dublin, D12 Y16H, Ireland"
"Unit 4 Racecourse Shopping Centre, Baldoyle, Dublin, D13 P6P0,Ireland",53.396529,-6.137719199999999,"Racecourse Shopping Centre, Grange Rd, Baldoyle, Dublin 13, Ireland"
"Unit 1 Grange Floor, Grange Clinic, Donaghmede, Dublin, D13 F7H9,Ireland",53.3946277,-6.164200999999999,"The Grange Clinic, Grange Rd, Donaghmede, Dublin 13, 13, Ireland"
"Unit 3 Bayside Shopping Centre, Bayside, Sutton, Dublin, D13 YA00,Ireland",53.3884814,-6.1404688,"Kilbarrack Lower, Dublin, Co. Dublin, D13 YA00, Ireland"
"Portmarnock Shopping Centre, Wendell Ave, Portmarnock, Dublin, D13 PV30,Ireland",53.434857,-6.1299567,"Wendell Ave, Portmarnock, Co. Dublin, Ireland"
"5 Main Street, Howth, Dublin, D13 P2C1,Ireland",53.3857069,-6.065262700000001,"5 Main St, Howth, Dublin, D13 P2C1, Ireland"
"Unit B1  Nutrgrove Shopping Centre, Rathfarnham, Dublin, D14DY93,Ireland",53.2903992,-6.2672979,"Nutgrove Ave, Rathfarnham, Dublin 14, D14 E6W6, Ireland"
"Unit 5 The Goat Centre, Lower Kilmacud Road, Goatstown, Dublin, D14 C4H5,Ireland",53.2921776,-6.2295181,"Unit 4, The Goat Centre, Lower Kilmacud Rd, Drummartin, Dublin 14, Ireland"
"36 Main Street, Rathfarnham, Dublin, D14 FD73,Ireland",53.2982619,-6.2856649,"36 Main St, Rathfarnham, Dublin, D14 FD73, Ireland"
"5 Olivemount Terrace, Dundrum, Windy Arbour, Dublin, D14T8Y1,Ireland",53.30468949999999,-6.2454017,"Arbour Medical Centre, 5 Olivemount Terrace, Windy Arbour, Dublin 14, D14 T8Y1, Ireland"
"11B Braemor Road, Churchtown, Dublin, D14 CX98,Ireland",53.2961198,-6.2604957,"11B Braemor Rd, Newtown Little, Dublin 14, D14 CX98, Ireland"
"Bird Avenue, Clonskeagh, Dublin, D14 Y5V6,Ireland",53.3051928,-6.2414193,"Bird Ave, Farranboley, Dublin, Ireland"
"Unit 8 Nutgrove Shopping Centre, Rathfarnham, Dublin, D14 HE26,Ireland",53.2903992,-6.2672979,"Nutgrove Ave, Rathfarnham, Dublin 14, D14 E6W6, Ireland"
"7 Arbourfield Terrace, Dundrum Road, Farranboley, Dublin, D14 KW61,Ireland",53.3021943,-6.244872,"Arbourfield Terrace, 7 Dundrum Rd, Windy Arbour, Dublin 14, Ireland"
"Rosemount Shopping Centre, Marian Road, Rathfarnham, Dublin, D14 HP30,Ireland",53.2922106,-6.2978117,"Marian Rd, Dublin, Ireland"
"121 Braemor Road, Dublin 14, Dublin, D14 AE17,Ireland",53.3004818,-6.263698499999999,"121 Braemor Rd, Rathmines Little, Dublin 14, D14 AE17, Ireland"
"Unit 2 The Cresent, Church Road, Mulhuddart, Dublin, D15 N299,Ireland",53.4056396,-6.393400400000001,"Unit 3, The Crescent, Church Rd, Buzzardstown, Dublin 15, Ireland"
"Unit 223-224 Upper Level, Blanchardstown Shopping Centre, Blanchardstown, Dublin, D15 NV29,Ireland",53.3918686,-6.3910117,"Blanchardstown Rd S, Blanchardstown, Dublin, Ireland"
"Boots A & B Roselawn Shopping Centre, Blanchardstown, Dublin, D15 DD82,Ireland",53.3831563,-6.3816853,"104 Roselawn Rd, Blanchardstown, Dublin 15, D15 DK8K, Ireland"
"Unit 4 Lidl Centre, Clonsilla Link Road, Clonsilla, Dublin, D15 DYW2,Ireland",53.3837768,-6.4192294,"Clonsilla Link Rd, Clonsilla, Dublin, D15 T0HE, Ireland"
"Westend Retail Park, 8B Blanchardstown, Dublin 15, Dublin, D15 W425,Ireland",53.3903837,-6.386212,"Blanchardstown, Dublin, Co. Dublin, D15 W425, Ireland"
"Unit 10, Main Street, Ongar Village, Dublin, D15 E9WK,Ireland",53.39557809999999,-6.439046299999999,"10 Main St, Ongar Village, Dublin, D15 E9WK, Ireland"
"Unit 2 Tyrrelstown Town Centre, Tyrrelstown, Dublin, D15 CX85,Ireland",53.4196888,-6.383722,"Hollywoodrath, Dublin, Co. Dublin, D15 CX85, Ireland"
"Blanchardstown Shopping Centre, Main Street, Blanchardstown, Dublin, D15 AC81,Ireland",53.387456,-6.3785946,"Main St, Blanchardstown, Dublin, Ireland"
"Castleknock Village Centre, Castleknock, Dublin, D15 W283,Ireland",53.3729544,-6.361128799999999,"Unit 8 /9, Castleknock Village Centre, Castleknock Rd, Castleknock, Dublin 15, Ireland"
"Unit 148 The Blanchardstown Centre, Blanchardstown, Dublin, D15 E6V4,Ireland",53.3918686,-6.3910117,"Blanchardstown Rd S, Blanchardstown, Dublin, Ireland"
"Unit 2 Laurel Lodge Shopping Centre, Castleknock, Dublin, D15 RY76,Ireland",53.3777049,-6.377176299999999,"Laurel Lodge Shopping Centre, Laurel Lodge Road, Blanchardstown, Dublin 15, Ireland"
"Mountview Shopping Centre, Mountview Shopping Centre, Mountview Rd, Blanchardstown, Dublin, D15 C2DE,Ireland",53.3839704,-6.377579,"Blanchardstown, Dublin, Ireland"
"Main Street, Mulhuddart Wood, Mulhuddart, Dublin, D15 DP84,Ireland",53.4030779,-6.3985983,"Parslickstown, Dublin, Co. Dublin, D15 DP84, Ireland"
"Ballinteer Shopping Centre, 7 Ballinteer Ave, Ballinteer, Dublin, D16 W304,Ireland",53.2760698,-6.2496168,"Unit 4, Ballinteer Shopping Centre, Ballinteer Ave, Ballinteer, Dublin 16, Ireland"
"Balally Shopping Centre, Blackthorn Drive, Sandyford, Dublin, D16 V2P5,Ireland",53.27647529999999,-6.2240657,"Blackthorn Dr, Sandyford, Dublin 16, Ireland"
"Supervalu Shopping Centre, Dublin 16, Dublin, D16 YT02,Ireland",53.2829999,-6.3178176,"Knocklyon, Dublin, Co. Dublin, D16 YT02, Ireland"
"Unit 3, Grange Road Retail Park, Rathfarnham, Dublin, D16 R264,Ireland",53.2772936,-6.265012899999999,"Grange Road Retail Park, Grange Rd, Rathfarnham, Dublin 16, Ireland"
"Units 17-19 Dundrum Town Centre, Dundrum, Dublin, D16 FY98,Ireland",53.28698199999999,-6.242252,"Sandyford Rd, Dundrum, Dublin 16, Ireland"
"Unit 2 Rockfield Central, Balally, Dublin, D16 K295,Ireland",53.2861909,-6.2370952,"Balally Barbers, unit 2 Rockfield, Dundrum, Dublin 16, 16, Ireland"
"Unit 1B, Northside Retail Park, Coolock, Dublin, D17 TD35,Ireland",53.3937022,-6.2031455,"Coolock Dr, Kilmore, Dublin, Ireland"
"Northside Shopping Centre, Coolock, Dublin, D17 P763,Ireland",53.3957062,-6.2121933,"Northside Shopping Centre, Oscar Traynor Rd, Kilmore, Dublin 17, Ireland"
"Northside Shopping Centre, Dublin 17, Dublin, D17 R997,Ireland",53.3957062,-6.2121933,"Northside Shopping Centre, Oscar Traynor Rd, Kilmore, Dublin 17, Ireland"
"Unit 1 Clarehall Shopping Centre, Malahide Road, Coolock, Dublin, D17 PW81,Ireland",53.40112550000001,-6.1798749,"13 Malahide Rd, Clarehall, Dublin 17, D17 N971, Ireland"
"Units 7/8 Northside Shopping Centre, Coolock, Dublin, D17 KF43,Ireland",53.3957062,-6.2121933,"Northside Shopping Centre, Oscar Traynor Rd, Kilmore, Dublin 17, Ireland"
"UNIT 22, Belarmine Plaza, Stepaside, Dublin, D18 KT44,Ireland",53.2607998,-6.220379800000001,"22 Belarmine Plaza, Kilgobbin, Dublin, Co. Dublin, Ireland"
"The Park Retail Park, Carrickmines, Dublin, D18 NY06,Ireland",53.2516269,-6.1856588,"Glenamuck Rd, Carrickmines Great, Dublin, Ireland"
"Cornelscourt Village, Bóthar Bhré, Cornelscourt, Dublin, D18 Y265,Ireland",53.2640158,-6.1568014,"Bóthar Bhré, Baile Átha Cliath, Ireland"
"Leopardstown Shopping Centre, Leopardstown, Dublin, D18 R8Y7,Ireland",53.2592726,-6.1968808,"Leopardstown Shopping Centre, Ballyogan Rd, Sandyford, Dublin 18, Ireland"
"Main Street, Shankill, Dublin, D18 H6E4,Ireland",53.23086379999999,-6.1243222,"Shanganagh, Dublin, Co. Dublin, D18 H6E4, Ireland"
"Stillorgan Village, Dublin Road, Shankill, Dublin, A94 CD57,Ireland",53.28943270000001,-6.200196000000001,"Lower Kilmacud Rd, Stillorgan, Dublin, Ireland"
"Unit 2 Sandyford Hall Centre, KIlgobbin Road, Sandyford, Down,Ireland",53.2613466,-6.2135905,"2 Sandyford Hall Dr, Kilgobbin, Dublin 18, D18 H5W8, Ireland"
"2 Park Centre, Glen Drive, Cabinteely, Dublin, D18 R832,Ireland",53.2631703,-6.1607973,"Glen Dr, Cabinteely, Dublin, Ireland"
"1 Brighton Road, Foxrock, Dublin, D18 X258,Ireland",53.2663677,-6.184412099999999,"The Lane, 1 Brighton Rd, Foxrock Village, Dublin 18, D18 W7Y7, Ireland"
"Unit 1 13-17 Dawson Street, Dublin 2, Dublin, D02 TF98,Ireland",53.3415076,-6.257937,"1, 13-17 Dawson St, Dublin, Co. Dublin City, Ireland"
"12 Grafton Street, Dublin City, Dublin, D02 HK49,Ireland",53.34252069999999,-6.2593789,"12 Grafton Street, Dublin, D02 HK49, Ireland"
"142-143 Lower Baggot Street, Dublin 2, Dublin, D02 F821,Ireland",53.33779699999999,-6.2529062,"142-143 Baggot Street Lower, Dublin 2, D02 PH39, Ireland"
"Unit 113 Stephens Green Shopping Centre, Dublin City, Dublin, D02 AD82,Ireland",53.340004,-6.2622729,"St Stephen's Green, Dublin, D02 HX65, Ireland"
"136 Pearse Street, Dublin 2, Dublin, D02 R270,Ireland",53.3430601,-6.2448864,"136 Pearse St, Dublin 2, D02 R270, Ireland"
"Unit G6 Gallery Quay, Pearse Street, Dublin 2, Dublin, D02 EW29,Ireland",53.3439483,-6.2483434,"Pearse St, Dublin, Ireland"
"16 Hogan Place, Grand Canal Street, Dublin 2, Dublin, D02 DD78,Ireland",53.3406295,-6.2434055,"16 Hogan Pl, Dublin, D02 DD78, Ireland"
"21 Grafton Street, Dublin 2, Dublin, D02 FW29,Ireland",53.34189910000001,-6.2598487,"21 Grafton Street, Dublin, D02 FW29, Ireland"
"32 Lombard Street East, Dublin 2, Dublin, D02 EH24,Ireland",53.34440739999999,-6.249390399999999,"32 Lombard St E, Dublin 2, D02 EH24, Ireland"
"39 Stephen Street Lower, Dublin 2, Dublin, D02 EP92,Ireland",53.3411706,-6.2637208,"Apartment 2, 39 Stephen Street Lower, Dublin 2, D02 XY02, Ireland"
"21 Essex Street, Temple Bar, Dublin, D02 T209,Ireland",53.34560200000001,-6.264506799999999,"21 Essex St E, Temple Bar, Dublin, D02 T209, Ireland"
"Westland Row, Dublin 2, Dublin, D02 HW74,Ireland",53.3429223,-6.250031,"Westland Row, Dublin, Ireland"
"The Island, Main Street, Chapelizod, Dublin, D20 X961,Ireland",53.3493352,-6.344766799999999,"The Island, Main St, Chapelizod, Dublin 20, D20 FX25, Ireland"
"Unit 27 The Mill Shopping Centre, Clondalkin, Dublin, D22 VX52,Ireland",53.3241005,-6.3962439,"Ninth Lock Rd, Clondalkin, Dublin 22, Ireland"
"Liffey Valley Shopping Centre, Clondalkin, Dublin, D22 HE00,Ireland",53.35250749999999,-6.391506199999999,"Fonthill Rd, Clondalkin, Dublin 22, Ireland"
"Unit 1 Tower Shopping Centre, Tower Road, Clondalkin, Dublin, D22 F838,Ireland",53.3211736,-6.394727100000001,"Tower Shopping Centre, 8B Tower Road, Clondalkin, Dublin 22, Ireland"
"22 Orchard Rd, Clondalkin, Dublin, D22 V4H1,Ireland",53.3222961,-6.3930247,"22 Orchard Rd, Clondalkin, Dublin, D22 E8C4, Ireland"
"Castle Crescent, Monastery Road, Clondalkin, Dublin, D22 Y7Y8,Ireland",53.3212219,-6.3906295,"Castle Cres, Clondalkin, Dublin, Ireland"
"Unit 9, Neilstown Shopping Centre, Clondalkin, Dublin, D22 HF53,Ireland",53.3382587,-6.400688199999999,"Unit 8, Neilstown Shopping Centre, Neilstown Rd, Neillstown, Dublin 22, Ireland"
"Neilstown Shopping Centre, Neilstown, Dublin, D22 XW52,Ireland",53.3382587,-6.400688199999999,"Unit 8, Neilstown Shopping Centre, Neilstown Rd, Neillstown, Dublin 22, Ireland"
